timestamp,ax,ay,az,gx,gy,gz,activity
27280, 1.000000, 0.389526, -0.465210, 0.771362, -20.629883, -53.283707, -49.194351,right_down
27300, 1.000000, 0.420532, -0.400391, 0.700439, -29.479988, -56.091324, -49.682632,right_down
27320, 1.000000, 0.430786, -0.407471, 0.645386, -27.526863, -57.495132, -47.485367,right_down
27340, 1.000000, 0.482544, -0.348145, 0.592407, -26.428230, -56.884781, -42.785645,right_down
27360, 1.000000, 0.476440, -0.307861, 0.495972, -25.817879, -54.016129, -36.437988,right_down
27380, 1.000000, 0.434570, -0.236938, 0.306763, -21.545410, -48.889175, -28.564461,right_down
27400, 1.000000, 0.546143, -0.111816, 0.189575, -39.184570, -32.348633, -11.047363,right_down
27420, 1.000000, 0.700317, -0.251221, 0.135864, -32.409668, 9.155273, 14.282230,right_down
27440, 1.000000, 0.734985, -0.400269, 0.109985, 50.781265, 68.481445, 40.405273,right_down
27460, 1.000000, 0.579224, -0.255249, 0.200195, 111.999542, 132.507324, 66.223145,right_down
27480, 1.000000, 0.399170, -0.125854, 0.417847, 97.839386, 183.471741, 87.463379,right_down
27500, 1.000000, 0.206909, -0.354492, 1.028076, 52.978531, 185.180725, 102.722198,right_down
27520, 1.000000, 0.070435, -0.484985, 1.446289, 19.714355, 134.155273, 93.261749,right_down
27540, 1.000000, 0.043579, -0.621704, 1.666870, -24.414070, 63.293472, 68.847656,right_down
27560, 1.000000, 0.066284, -0.764771, 1.614746, -54.809586, -0.610352, 34.423828,right_down
27580, 1.000000, 0.166504, -0.804077, 1.382690, -55.175797, -36.682129, 0.671387,right_down
27600, 1.000000, 0.254761, -0.728882, 1.112671, -32.104492, -45.715347, -22.644051,right_down
27620, 1.000000, 0.358398, -0.607300, 0.923218, -11.962894, -38.574219, -31.250008,right_down
27640, 1.000000, 0.436646, -0.545410, 0.850708, 1.464844, -28.015144, -31.311043,right_down
27660, 1.000000, 0.415649, -0.544922, 0.852417, 19.958496, -20.324707, -30.761726,right_down
27680, 1.000000, 0.280518, -0.559570, 0.848877, 26.062019, -21.423340, -30.883797,right_down
27700, 1.000000, 0.294312, -0.490234, 0.851929, 11.962894, -35.766602, -30.944832,right_down
27720, 1.000000, 0.350586, -0.451416, 0.848755, -7.568361, -42.419434, -28.259285,right_down
27740, 1.000000, 0.373291, -0.455322, 0.822998, -18.737793, -46.386734, -28.320320,right_down
27760, 1.000000, 0.362671, -0.474854, 0.793335, -28.625496, -49.560562, -30.578621,right_down
27780, 1.000000, 0.346069, -0.486206, 0.748779, -23.315437, -54.748550, -37.719727,right_down
27800, 1.000000, 0.395508, -0.430664, 0.715942, -28.442390, -58.044449, -42.297363,right_down
27820, 1.000000, 0.406982, -0.434326, 0.656372, -24.841316, -59.692398, -44.616714,right_down
